section,sheet,film_kr,film_en,field,korean,english
산 Mountain,MT,마운틴 보이,Son of Mountains,작품명,마운틴 보이,Son of Mountains
산 Mountain,MT,마운틴 보이,Son of Mountains,프로그램 노트,"이 영화는 인간의 신체적 한계가 절망을 초래해서는 안 된다는 메시지를 전한다. 이 소년은 다리에 장애가 있지만 산을 사랑하고 환경운동에 참여하는 영웅이자 산악인이다. 그리고 마지막으로, 지구를 지키기 위해 노력해야 한다고 말하고 싶다.","The film tries to say that human physical limitations should not cause despair. A boy with a leg problem loves the mountains. He is an environmental activist... and he is a hero and a mountaineer... And finally, we should all work to preserve the earth."
산 Mountain,MT,마운틴 보이,Son of Mountains,노트 작성자,배급 담당 알리레자 샤로키,"Alireza Shahrokhi, Distributor"
산 Mountain,MT,마운틴 보이,Son of Mountains,감독명,에산 카마르카니,Ehsan Kamarkhani
산 Mountain,MT,마운틴 보이,Son of Mountains,바이오,"1991년 11월 출생으로 이란 서부의 일람 출신 쿠르드계 감독이다. 그의 작품으로는 <셰이크 마쿠>, <타이거 타타미>, <가버린 겨울>, <마운틴 보이>, <그가 세상을 보는 법> 등이 있으며 인물 다큐멘터리에 큰 관심을 두고 있다.","Ehsan Kamarkhani was born in November 1991. He is originally Kurdish and comes from Ilam province in western Iran. Among the documentaries he has made are: Sheikh Makhoo, Tiger Tatami, The Winter That Gone, Son of Mountains, How He Sees the World, and he is most interested in portrait documentaries."
산 Mountain,MT,마운틴 보이,Son of Mountains,영화정보,Iran | 2024 | 29min | Color | Documentary | Korean Premiere,
산 Mountain,MT,세상을 향해 슛!,Girls Move Mountains,작품명,세상을 향해 슛!,Girls Move Mountains
산 Mountain,MT,세상을 향해 슛!,Girls Move Mountains,프로그램 노트,<세상을 향해 슛!>은 파키스탄 산악지대의 여자 축구 리그 대표인 카리시마 자매의 이야기를 따라간다. 사회 규범에 도전하며 자유를 위해 싸우는 그들을 통해 전 세계 여성들에게 영감을 주고 힘을 실어주고자 한다.,"Girls Move Mountains inspires and empowers girls worldwide by following Karishma and her sister, leaders of the Women’s Football League in a mountainous region of Pakistan, as they defy social norms and fight for freedom."
산 Mountain,MT,세상을 향해 슛!,Girls Move Mountains,노트 작성자,감독 아나 루이스,"Anna Huix, Director"
산 Mountain,MT,세상을 향해 슛!,Girls Move Mountains,감독명,아나 루이스,Anna Huix
산 Mountain,MT,세상을 향해 슛!,Girls Move Mountains,바이오,"감독 겸 사진작가로 뉴욕 파슨스스쿨을 졸업했다. 파리, 뉴욕, 런던을 거쳐 현재 바르셀로나를 기반으로 활동 중이다. 인물과 여행 사진 전문으로 세계적인 매체에 작품이 소개되고 있다. 파키스탄과 카라코람산맥에 깊은 애정을 가지고 있다.","Anna Huix, a director and photographer, graduated with honors from Parsons NYC. Having lived in Paris, New York, and London, she now works from Barcelona. Specializing in portraiture and travel, her work features in top publications and global brands. She is passionate about Pakistan and the Karakoram Mountains."
산 Mountain,MT,세상을 향해 슛!,Girls Move Mountains,영화정보,Spain | 2023 | 21min | Color | Documentary | Asian Premiere,
산 Mountain,MT,자연이라는 집,Dom / Home,작품명,자연이라는 집,Dom / Home
산 Mountain,MT,자연이라는 집,Dom / Home,프로그램 노트,"<자연이라는 집>은 매 순간 잠시 멈추어 듣고, 느낄 수 있는 여정으로 관객을 초대한다. 이야기의 속도와 교훈적인 장치를 내려놓음으로써, 감정과 사유의 공간이 된 이 영화는 인간과 자연의 연대에 대한 개인적 탐구를 독려한다.","Dom / Home is a cinematic invitation to a journey where each moment becomes an opportunity to pause, listen, and feel. By renouncing narrative speed and didactic cues, our film becomes a space for emotion and reflection, encouraging a personal search for humanity’s bond with the natural world."
산 Mountain,MT,자연이라는 집,Dom / Home,노트 작성자,"감독 알렉산드라 포바라츠, 율리아 포바라츠","Aleksandra Powalacz, Julia Powalacz, Director"
산 Mountain,MT,자연이라는 집,Dom / Home,감독명,"알렉산드라 포바라츠, 율리아 포바라츠","Aleksandra Powalacz, Julia Powalacz"
산 Mountain,MT,자연이라는 집,Dom / Home,바이오,"알렉산드라 포바라츠
암스테르담 기반의 사진작가이자 영상 작가로 그녀의 이야기는 서로 연결되어 있는 우리의 현실 속, 감각과 감정의 미묘한 차이를 탐구한다. 
율리아 포바라츠
암스테르담대학교에서 영화학 석사 과정을 밟는 중이다.","Aleksandra Powalacz
An Amsterdam-based photographer and video artist. Her narratives explore the nuances of perception and emotion within our interconnected reality.
Julia Powalacz
A University of Amsterdam is now pursuing a Master’s in Film Studies. She works across paintings, drawings, and film."
산 Mountain,MT,자연이라는 집,Dom / Home,영화정보,"Poland, The Netherlands | 2025 | 15min | Color, B&W | Documentary | International Premiere",
산 Mountain,MT,카자흐스탄 산악 원정대,Patagonia: Summit Reached,작품명,카자흐스탄 산악 원정대,Patagonia: Summit Reached
산 Mountain,MT,카자흐스탄 산악 원정대,Patagonia: Summit Reached,프로그램 노트,"이 영화는 카자흐스탄 출신 주인공의 세로 토레 첫 등반을 담았다. 상업화된 알피니즘의 시대, 파타고니아를 가로지르는 친구들의 대담한 여정을 통해 자유와 산에 대한 존중, 그리고 자신의 한계를 넘어서는 등반의 진정한 정신을 되새기게 한다.","This film captures the first Kazakh ascent of Cerro Torre, a bold journey of friends through Patagonia that, amid commercialized alpinism, brings us back to climbing’s true spirit: self-overcoming, freedom, and respect for the mountains."
산 Mountain,MT,카자흐스탄 산악 원정대,Patagonia: Summit Reached,노트 작성자,감독 드니 루키안추크,"Denis Lukyanchuk, Director"
산 Mountain,MT,카자흐스탄 산악 원정대,Patagonia: Summit Reached,감독명,드니 루키안추크,Denis Lukyanchuk
산 Mountain,MT,카자흐스탄 산악 원정대,Patagonia: Summit Reached,바이오,"1991년 카자흐스탄 알마티 출생으로 산과 인연이 깊은, 노련한 산악인이자 프로듀서다. 필름자사의 프로듀서로 활동 중이며, 영화 <산들의 부름>의 아이디어를 구상했다.","Denis Lukyanchuk was born in 1991 in Almaty, Kazakhstan. He is an experienced mountaineer and producer with a deep connection to the mountains. He is the author of the film idea for Zovut Gory and the producer of the film Jasa."
산 Mountain,MT,카자흐스탄 산악 원정대,Patagonia: Summit Reached,영화정보,Kazakhstan | 2024 | 38min | Color | Documentary | Korean Premiere,
산 Mountain,MT,충분해,Far Enough,작품명,충분해,Far Enough
산 Mountain,MT,충분해,Far Enough,프로그램 노트,"22세의 장 루오는 샤모니에서 네팔의 아마다블람까지 자전거를 타고 가기로 결심한다. 이것은 고독과 끈기로 점철된, 한계를 뛰어넘는 긴 여정이다.","Jean Rouaux, 22 years old, decides to leave Chamonix by bike and travel all the way to Ama Dablam in Nepal to climb it. A long journey marked by solitude, effort, and pushing one's limits."
산 Mountain,MT,충분해,Far Enough,노트 작성자,감독 쥘리엥 꺄로,"Julien Carot, Director"
산 Mountain,MT,충분해,Far Enough,감독명,쥘리엥 꺄로,Julien Carot
산 Mountain,MT,충분해,Far Enough,바이오,"파리를 중심으로 활동하는 독립 영화감독. 여러 뮤직비디오와 단편 실험 영화를 연출했으며, 다양한 프로젝트의 후반 작업에 참여했다. <충분해>는 그의 첫 번째 다큐멘터리 영화다.","Julien Carot is an independent filmmaker based in Paris. He has directed several music videos and experimental short films, while also contributing to a wide range of projects through various post-production roles. Far Enough is his first documentary film."
산 Mountain,MT,충분해,Far Enough,영화정보,France | 2025 | 29min | Color | Documentary | Asian Premiere,
자연 Nature,NA,시인의 마음,Always,작품명,시인의 마음,Always
자연 Nature,NA,시인의 마음,Always,시놉시스,"중국의 가난한 가정에서 태어난 공유빈은 생후 3개월 이후로 엄마를 본 적이 없다. 학교 수업을 계기로 그는 상상과 탐구를 통해 시를 쓰는 법을 배우며 정서적인 여정을 시작한다. 후난성 시골 마을, 꿈과 가족의 고된 현실에 둘러싸인 공유빈의 성장 과정을 따라가는 <시인의 마음>은 어린 시절을 뒤로하고 성장하여 결국 현실을 마주하는 이야기로, 순수함의 상실을 비유적으로 보여준다.","Gong Youbin was born into a poor Chinese family. He has not seen his mother since he was three months old. Because of a poetry class in school, he embarks on an emotional journey by learning to write poems through his imagination and exploration. By observing his upbringing in the countryside of Hunan, surrounded by dreams and the harsh realities of his family’s struggles, Always  is an allegory for the loss of innocence, as Gong inevitably has to grow up out of childhood and face reality."
자연 Nature,NA,시인의 마음,Always,프로그램 노트,"선형적 서사를 벗어나 질감과 리듬으로 감각적인 세계를 창조해 낸 시네포엠. 강렬한 흑백 이미지와 시골 아이들이 손수 쓴 시를 통해 고난 속에서 어떻게 상상력이 피어나는지 보여준다. 주인공의 어린 시절부터 함께한 이 영화는 회복력과 기억, 예술적 깨달음에 대한 진솔하고 시적인 헌사다.","A cinematic poem that rejects linear narrative, this film creates a sensory world of texture and rhythm. Through striking black-and-white imagery and handwritten poetry from rural children, it reveals how imagination emerges from hardship. Born from the creators’ shared childhoods, it is a sincere and poetic tribute to resilience, memory, and artistic awakening."
자연 Nature,NA,시인의 마음,Always,노트 작성자,프로듀서 린 한센,"Lin Hansen, Producer"
자연 Nature,NA,시인의 마음,Always,감독명,천더밍,Chen Deming
자연 Nature,NA,시인의 마음,Always,바이오,"리셴팅영화학교에서 수학하고 중국 베이징에서 활동 중인 신진 감독이자 촬영 감독. 군더더기 없으면서 도 섬세한 영상미를 특징으로 하며, 개인의 감정과 정체성이 사회적·역사적 맥락 속에서 어떻게 형성되는지 탐구한다.","Chen Deming is an emerging director and cinematographer based in Beijing, China, having studied at the Li Xianting Film School. His work is marked by a restrained yet expressive visual style, exploring themes of personal emotion and identity shaped by broader social and historical forces."
자연 Nature,NA,시인의 마음,Always,영화정보,"USA, France, China, Taiwan | 2025 | 88min | Color, B&W | Documentary | None Premiere",
자연 Nature,NA,토끼 제국,Empire of the Rabbits,작품명,토끼 제국,Empire of the Rabbits
자연 Nature,NA,토끼 제국,Empire of the Rabbits,시놉시스,무사는 튀르키예 시골 마을에서 아버지 베코와 함께 살아간다. 토끼몰이 사냥개 경주를 도우며 근근이 생계를 이어가는 베코는 진단서를 받아 아들의 장애를 증빙하면 정부 장애 연금을 받을 수 있다는 말에 솔깃해진다. 장애를 인정받기 위해 무사는 신체적 장애를 지닌 사람들의 버릇을 흉내내는 법을 배워야만 한다. 무사를 돕는 건 마찬가지로 장애인 행세를 하는 또래 소녀 네르기스다.,"Musa lives with his father, Beko, in rural Turkey. Beko, struggling to make ends meet by assisting in rabbit-hound races, is lured by the promise of a government disability pension for Musa if he can prove his son’s “disability” with a medical report. To pass as disabled, Musa must learn to mimic the mannerisms of people with physical disabilities from Nergis, a girl his age, who also pretends to be disabled."
자연 Nature,NA,토끼 제국,Empire of the Rabbits,프로그램 노트,"아이들을 통해 사회 본질의 변화에 의문을 제기하는 것이 의미 있는 주제라고 생각해 <토끼 제국>을 만들게 되었다. 어린 무사의 감정과 시선을 통해 남성 권력 중심의 작은 지역에서조차, 여성이 없는 삶이 세상을 어떻게 어둠으로 바꾸고 무감각하게 만들며 모든 색을 지워버리는지 이야기하고 싶었다.","I created Empire of the Rabbits because I believe that questioning the changing nature of society through children is a meaningful subject for filmmaking. Through the feelings and gaze of a boy Musa I wanted to tell how a life without women, even in a small area where men are powerful, turns the world into darkness, how it becomes numb, how colors disappear."
자연 Nature,NA,토끼 제국,Empire of the Rabbits,노트 작성자,감독 세페틴 토크막,"Seyfettin Tokmak, Director"
자연 Nature,NA,토끼 제국,Empire of the Rabbits,감독명,세페틴 토크막,Seyfettin Tokmak
자연 Nature,NA,토끼 제국,Empire of the Rabbits,바이오,"튀르키예 출신 작가 겸 감독으로 섬세하고 인간적인 서사로 유명하며 튀르키예의 소외된 사람들과 사회 문제를 주로 다룬다. 장편 데뷔작 <부서진 홍합>으로 사라예보영화제에서 아르테상을 수상했고, 최신작 <토끼 제국>으로 탈린블랙나이츠영화제에서 최우수 각본상과 촬영상을 수상했다.","Seyfettin Tokmak is a Turkish writer & director known for his sensitive and humanistic storytelling, often focusing on marginalized individuals and social issues in Turkey. His debut feature Broken Mussels won the Arte Award at Sarajevo IFF. His latest film, Empire of the Rabbits, won Best Screenplay and Cinematography at Tallinn Black Nights IFF."
자연 Nature,NA,토끼 제국,Empire of the Rabbits,영화정보,"Turkey, Mexico, Croatia | 2024 | 94min | Color | Fiction | Korean Premiere",
자연 Nature,NA,헌터 브라더스,Hunter Brothers,작품명,헌터 브라더스,Hunter Brothers
자연 Nature,NA,헌터 브라더스,Hunter Brothers,시놉시스,"린샹과 린청 형제는 산에서 벌어진 한 사건으로 인해 인생이 송두리째 뒤바뀐다. 린청은 아버지를 살해한 혐의로 감옥에 가고, 린샹은 의사 면허를 취득해 마을을 위해 헌신한다. 7년의 수감생활을 마친 린청이 출소하면서, 두 형제는 자신들이 저지른 죄의 대가를 마주하게 된다.","Lin Hsiang and Lin Cheng are brothers whose lives are completed changed by an accident that took place in the mountains. Lin Cheng goes to prison for killing their father, while Lin Hsiang successfully becomes a licensed doctor and serves their village. After seven years in jail, Lin Cheng is finally released. These two brothers must now face the consequences for the crime they committed."
자연 Nature,NA,헌터 브라더스,Hunter Brothers,프로그램 노트,"최근 몇 년 동안 기업들이 개발을 위해 원주민 지역으로 진출하면서 많은 모순과 갈등이 있었을 것이다. 이 영화는 탈식민주의, 환경 문제, 문화 충돌 속의 투쟁과 같은 현대 사회의 갈등을 반영하고자 한다.","In recent years, while the companies go to the tribal area for development, there must be a lot of contradictions and conflicts. This film is meant to reflect the current conflicts including the struggles in postcolonialism, environment and cultural clashes, in the modern world."
자연 Nature,NA,헌터 브라더스,Hunter Brothers,노트 작성자,감독 수홍은,"Su Hung-en, Director"
자연 Nature,NA,헌터 브라더스,Hunter Brothers,감독명,수홍은,Su Hung-en
자연 Nature,NA,헌터 브라더스,Hunter Brothers,바이오,세신대학교에서 방송영상학 석사 학위를 받았다. 대만 원주민과 비원주민 부모 사이에서 태어나 두 정체성을 오가며 성장한 경험은 그가 세상을 다양한 관점에서 바라보게 해주었다. 전작 <땅>은 2018 클레르몽페랑국제단편영화제에 공식 초청되었다.,"Su Hung-en, received his MFA degree of Radio, Television and Film in Shih Hsin University. He’s born to mixed indigenous Taiwanese parents. Constant switching between these two identities helps him to see this world from different perspectives. His previous short film The Land screened at the 2018 Clermont-Ferrand ISFF."
자연 Nature,NA,헌터 브라더스,Hunter Brothers,영화정보,Taiwan | 2024 | 110min | Color | Fiction | Korean Premiere,
자연 Nature,NA,브레니의 목축 일기,How to Lease a Cow,작품명,브레니의 목축 일기,How to Lease a Cow
자연 Nature,NA,브레니의 목축 일기,How to Lease a Cow,시놉시스,"한때 번성했던 스위스 구탄넨의 농촌 마을. 브레니는 처음으로 마을 밖 도시 사람에게 소 한 마리를 임대한다. 이 다큐멘터리는 고산 지역 사회가 경제 변화에 어떻게 적응해 왔는지 탐구하며, 특히 수력 발전 산업이 500년 된 공동 농업 시스템에 끼친 영향을 파고든다. 역사적으로 쿠탄넨의 모든 사람들은 농업에 의존해 왔지만, 지역 수력 발전 기업의 등장으로 기존 생활 방식과 마을의 농업 정체성은 흔들리게 되었다.","For the first time, Vreni leases a cow to someone from the city outside of her once-thriving farming village of Guttannen, Switzerland. This documentary explores how the alpine community has adapted to economic changes, focusing on the impact of the hydropower industry on the village’s 500-year-old communal farming system. Historically, everyone in Guttannen relied on farming. However, the arrival of the regional hydropower company disrupted this way of life and the village’s farming identity."
자연 Nature,NA,브레니의 목축 일기,How to Lease a Cow,프로그램 노트,"이 영화는 수력 발전이 농촌 사회에 미치는 영향을 탐구하며 500년간 유지해 온 농업 시스템의 상실을 드러낸다. 이러한 탐구의 일환으로, 도시의 영화 제작진은 고산 지역의 삶에 다가가기 위해 소 한 마리를 임차한다.","The film examines the effects of hydro energy on rural communities, uncovering the loss of a 500-year-old farming system. As part of their inquiry, urban filmmakers lease a cow to engage with alpine life."
자연 Nature,NA,브레니의 목축 일기,How to Lease a Cow,노트 작성자,"감독 리브니 홀츠, 세바스티앙 라이니케, 니콜라스 자일러","Livni Holtz, Sebastian Reinicke, Nicolas Seiler, Director"
자연 Nature,NA,브레니의 목축 일기,How to Lease a Cow,감독명,"리브니 홀츠, 세바스티앙 라이니케, 니콜라스 자일러","Livni Holtz, Sebastian Reinicke, Nicolas Seiler"
자연 Nature,NA,브레니의 목축 일기,How to Lease a Cow,바이오,건축가와 디자이너로 구성된 팀. 에너지 문화경관에 얽힌 사회문화적 현상들의 점진적인 변화와 적응 과정을 탐구한다. 영화와 공공 개입을 통해 에너지 시설의 영향을 가장 크게 받는 농촌 지역 사회와 도시 주민 간의 담론을 촉구하고자 한다.,"Together, we are a team of architects and designers who examine processes of gradual change and adaptation of social and cultural phenomena within energy cultural landscapes. Through film and public interventions, we aim to foster discourse between rural communities that are most affected by energy landscapes and the urban population."
자연 Nature,NA,브레니의 목축 일기,How to Lease a Cow,영화정보,The Netherlands | 2024 | 28min | Color | Documentary | Asian Premiere,
자연 Nature,NA,맑은 물을 찾아서!,Dream to Cure Water,작품명,맑은 물을 찾아서!,Dream to Cure Water
자연 Nature,NA,맑은 물을 찾아서!,Dream to Cure Water,시놉시스,페루의 주요 수자원인 열대 빙하가 급격히 줄어들고 있다. 지난 50년간 전체 면적의 40%가 사라졌으며 모든 빙하가 소멸 위기에 처해 있다. 빙하가 녹으며 새로 드러난 암석에서 물을 오염시키는 중금속이 흘러나와 강과 식수는 독성을 띠게 되었다. 영화는 멀리 떨어진 두 산악 공동체가 선조의 지혜와 최첨단 과학을 결합하여 위기에 대응해 나가는 이야기를 들려준다.,"Peru’s tropical glaciers, a crucial water source for the nation, are rapidly disappearing. 40% of their surface area has vanished in the last 50 years, and all are under threat. As they melt, the water becomes contaminated with heavy metals from newly exposed rock, poisoning rivers and drinking water. This film tells the story of two remote mountain communities adapting to the crisis by combining ancestral tradition with state-of-the-art science."
자연 Nature,NA,맑은 물을 찾아서!,Dream to Cure Water,프로그램 노트,빙하 해빙으로 인해 물 부족 문제에 직면한 안데스 원주민 공동체의 회복력을 시적으로 그려낸 작품. 선조의 지혜와 과학이 만나 기후 변화에 적응해 가는 힘 있는 여정을 그려낸다.,"A poetic portrait of resilience from the Andes, where Indigenous communities fight water scarcity caused by glacial melt. This film explores how ancestral knowledge and science merge in a powerful act of climate adaptation."
자연 Nature,NA,맑은 물을 찾아서!,Dream to Cure Water,노트 작성자,감독 시릴 야즈벡,"Ciril Jazbec, Director"
자연 Nature,NA,맑은 물을 찾아서!,Dream to Cure Water,감독명,시릴 야즈벡,Ciril Jazbec
자연 Nature,NA,맑은 물을 찾아서!,Dream to Cure Water,바이오,"1987년 슬로베니아 출생. 섬세한 스토리텔링을 통해 기후변화 대응력을 탐구하는 작가이자 감독. 2014년부터 내셔널 지오그래픽 탐험가로 활동해 왔다. 그린란드, 알래스카, 안데스산맥 배경의 작품으로 여러 상을 받았으며, 「내셔널 지오그래픽 매거진」, 「뉴욕 타임스」, 「타임지」에 소개된 바 있다.","Born in Slovenia in 1987, Ciril Jazbec is a photographer and film director exploring climate resilience through intimate storytelling. A National Geographic Explorer since 2014, his award-winning work spans Greenland, Alaska, and the Andes, and has been featured in National Geographic Magazine, The New York Times, and TIME."
자연 Nature,NA,맑은 물을 찾아서!,Dream to Cure Water,영화정보,Slovenia | 2023 | 22min | Color | Documentary | Asian Premiere,
자연 Nature,NA,버터플라이 부탄,Butterfly Bhutan,작품명,버터플라이 부탄,Butterfly Bhutan
자연 Nature,NA,버터플라이 부탄,Butterfly Bhutan,시놉시스,"<버터플라이 부탄>은 부탄의 수도 팀푸에서 나무에 기도 깃발을 다는 해로운 관행에 조용히 맞서는 불교 신자 소남 푼초의 이야기를 따라간다. 소남의 이야기는 한 개인의 조용한 헌신이 어떻게 공동체적 변화를 이끌어 낼 수 있는지, 그리고 신앙과 자연 사이의 조화를 어떻게 다시 이뤄가는지 보여준다.","Butterfly Bhutan follows Sonam Phuntsho, a devoted Buddhist who quietly battles a harmful tradition of hoisting prayer flags on the trees in Thimphu, Bhutan’s capital city. Sonam’s journey reflects how one person’s quiet commitment can inspire collective action and restore balance between faith and nature."
자연 Nature,NA,버터플라이 부탄,Butterfly Bhutan,프로그램 노트,<버터플라이 부탄>은 기도 깃발이라는 관행에서 나무를 보호하려는 소남 푼초의 이타적 사명에서 영감을 받았다. 이 영화는 전통을 성찰하며 문화와 환경을 모두 존중하는 책임감 있는 행동을 촉구한다.,"Butterfly Bhutan was inspired by Sonam Phuntsho’s selfless mission to save trees from harmful prayer flag practices. The film advocates mindful traditions, urging respect for both culture and environment through responsible action."
자연 Nature,NA,버터플라이 부탄,Butterfly Bhutan,노트 작성자,감독 소남 양좀,"Sonam Yangzom, Director"
자연 Nature,NA,버터플라이 부탄,Butterfly Bhutan,감독명,소남 양좀,Sonam Yangzom
자연 Nature,NA,버터플라이 부탄,Butterfly Bhutan,바이오,"부탄의 영화감독이자 저널리스트. 부탄에서 비평가들의 호평과 함께 여러 상을 받은 <장관>과 <저주>, <버터플라이 부탄>을 비롯하여 다수의 극영화와 다큐멘터리를 연출했다.","Sonam Yangzom is a Bhutanese filmmaker and journalist. Sonam has directed numerous documentaries and feature films, with her works Butterfly Bhutan, The Curse, and Lyonpo receiving critical acclaim and awards within the country."
자연 Nature,NA,버터플라이 부탄,Butterfly Bhutan,영화정보,Bhutan | 2024 | 30min | Color | Documentary | Korean Premiere,
개막작 Opening Film,OF_CF,걸 클라이머,Girl Climber,작품명,걸 클라이머,Girl Climber
개막작 Opening Film,OF_CF,걸 클라이머,Girl Climber,시놉시스,"남성 중심의 스포츠에서 자신을 증명해야 한다는 압박 속에, 에밀리 해링턴은 요세미티 엘 캐피탄을 24시간 안에 등반하겠다는 야심 찬 목표를 세운다.","With the pressure to prove herself in a male dominated sport, Emily Harrington sets an ambitious goal, a 24-hour ascent of Yosemite’s El Capitan."
개막작 Opening Film,OF_CF,걸 클라이머,Girl Climber,프로그램 노트,"<걸 클라이머> 는 에밀리 해링턴의 24시간 엘 캐피탄 등반을 따라가는 작품이다. 야망, 회복력, 심판을 그린 이 이야기는 엘리트 등반의 장벽을 허물고 역사의 한 자리를 차지하기 위해 무엇이 필요한지 보여준다.","Girl Climber follows Emily Harrington’s bold 24-hour ascent of El Capitan, an intimate portrait of ambition, resilience, and breaking barriers in elite climbing, as she fights to make history."
개막작 Opening Film,OF_CF,걸 클라이머,Girl Climber,감독명,존 글래스버그,Jon Glassberg
개막작 Opening Film,OF_CF,걸 클라이머,Girl Climber,바이오,"감독이자 촬영 감독, 전직 프로 클라이머로 전 세계 아웃도어 스포츠를 기록해 왔다. 자신의 회사 라우더댄11을 통해 엘 캐피탄 자유 등반을 9회 촬영하고, 극한 환경 속에서 세계 정상급 선수들의 역사적인 순간을 담아냈다.","Jon Glassberg is a director, cinematographer, and former pro climber who documents outdoor sports worldwide. Through his company, Louder Than 11, he’s filmed nine El Capitan free ascents and captured historic moments with top athletes in extreme environments."
개막작 Opening Film,OF_CF,걸 클라이머,Girl Climber,영화정보,Austria | 2025 | 83min | Color | Documentary | Asian Premiere,
개막작 Opening Film,OF_CF,"세상 끝까지, 470km",Run for Life,작품명,"세상 끝까지, 470km",Run for Life
개막작 Opening Film,OF_CF,"세상 끝까지, 470km",Run for Life,시놉시스,"딸을 치료하기 위해 울트라마라톤에 뛰어든 한 아버지의 가슴 따뜻한 사랑 이야기. 베이루트 항구 폭발 사고의 여파 속, 59세의 나이로 딸 사리아가 기다리는 결승선을 향하여 470km의 험준한 레바논 마운틴 트레일을 달리는 그의 장대한 여정이 펼쳐진다.","This heartwarming love story follows a father who turns to ultra-running in his quest to find a cure for his daughter’s condition. At the age of 59, in the aftermath of the Beirut Port Explosion of August 4, he embarks on an epic journey to run the Lebanon Mountain Trail (470 kilometers of rugged terrain), with his daughter Saria as his medal at the finish line."
개막작 Opening Film,OF_CF,"세상 끝까지, 470km",Run for Life,프로그램 노트,이 이야기는 우리 모두의 내면에 잠재된 추진력을 다시 일깨워 준다.,This story helps us reconnect with the potential power that exists within all of us to push through.
개막작 Opening Film,OF_CF,"세상 끝까지, 470km",Run for Life,감독명,바샤르 카타르,Bachar Khattar
개막작 Opening Film,OF_CF,"세상 끝까지, 470km",Run for Life,바이오,"2009년부터 촬영감독으로, 2017년부터는 감독이자 프로듀서로 활동하고 있다. 세인트조지프대학교에서 영상예술을 전공했으며 장편 다큐멘터리 <세상 끝까지, 470km>와 단편 <사마>를 연출하여 여러 영화제에서 선보였다.","Bachar Khattar has worked as a cinematographer since 2009 and as a director-producer since 2017. He studied Audiovisual Arts at Saint Joseph University. His works include Run for Life, and Sama."
개막작 Opening Film,OF_CF,"세상 끝까지, 470km",Run for Life,영화정보,Lebanon | 2025 | 78min | Color | Documentary | Asian Premiere,
"10년, 10편 10 years, 10 films",R10,꼬마산의 기적,Some Thing,작품명,꼬마산의 기적,Some Thing
"10년, 10편 10 years, 10 films",R10,꼬마산의 기적,Some Thing,시놉시스,"기름과 금, 불은 위풍당당한 거인 산들이 지닌 보물이다. 하지만 꼬마 산에게 그런 건 언감생심. 그저 작고, 이상하고, 쓸모없는 무언가를 소유하고 있을 뿐이다.","Oil, gold and fire are the treasures inside the proud giant mountains. For the little mountain it’s impossible to keep up with that. He's just in possession of this tiny, strange and useless some thing."
"10년, 10편 10 years, 10 films",R10,꼬마산의 기적,Some Thing,프로그램 노트,"아무리 가진 것이 작아도 욕심과 비교에서 벗어나 자신만의 소중함을 받아들일 때, 다시 한번 성장할 수 있다는 교훈을 전하는 온 가족을 위한 동화.

UMFF2020 상영작 Screening","This is a family-friendly tale that teaches the lesson that, no matter how small what you have may be, you can grow once more when you let go of greed and comparison and embrace your own worth."
"10년, 10편 10 years, 10 films",R10,꼬마산의 기적,Some Thing,노트 작성자,프로그래머 이정진,"Jinna Lee, Programmer"
"10년, 10편 10 years, 10 films",R10,꼬마산의 기적,Some Thing,감독명,엘레나 왈프,Elena Walf
"10년, 10편 10 years, 10 films",R10,꼬마산의 기적,Some Thing,바이오,"모스크바국립인쇄예술대학교에서 디자인을 전공하고 2004년부터 출판용 일러스트 작업을 시작했다. 그녀의 책 『버디가 사는 곳』은 10년 동안 재출간되었다. 2015년 바덴뷔르템베르크 필름아카데미에서 애니메이션 과정을 졸업했으며, 현재 슈투트가르트에서 감독, 애니메이터, 디자이너로 활동 중이다.","A design graduate of Moscow State University of Printing Arts, Elena began illustrating in 2004 for publishers. Her book Where Birdie Lives was reprinted for a decade. She graduated from Filmakademie Baden-Württemberg (Animation) in 2015 and is now a director, animator, and designer in Stuttgart."
"10년, 10편 10 years, 10 films",R10,꼬마산의 기적,Some Thing,영화정보,Germany | 2015 | 7min | Color | Animation | None Premiere,
"10년, 10편 10 years, 10 films",R10,굿 하트,Good Heart,작품명,굿 하트,Good Heart
"10년, 10편 10 years, 10 films",R10,굿 하트,Good Heart,시놉시스,"태고의 숲속, 어느 원시인 가족이 살고 있다. 원시인 엄마는 엄격하고, 거칠고, 우울하다. 엄마의 바람은 단 하나, 가족 모두가 배불리 먹고 건강한 것. 그러던 어느 날, 아들이 강아지를 데려오면서 모든 것이 달라지기 시작한다.","In one primeval forest lives one primitive family. Mom is strict, wild and gloomy in this family. All she wants is that everyone was full and healthy. But one day everything changes when her son brings a puppy home..."
"10년, 10편 10 years, 10 films",R10,굿 하트,Good Heart,프로그램 노트,"이 영화는 원시 시대를 배경으로, 크레파스로 그린 듯한 거친 질감의 드로잉으로 ‘공존’이라는 주제를 표현한다. 대사가 없어도 남녀노소 누구나 공감할 보편적 가치를 담아낸 영화.

UMFF2020 상영작 Screening","This film is set in the prehistoric era and uses rough, crayon-like textures in its drawings to convey the theme of “coexistence.” Even without dialogue, it expresses universal values that resonate with people of all ages."
"10년, 10편 10 years, 10 films",R10,굿 하트,Good Heart,노트 작성자,프로그래머 이정진,"Jinna Lee, Programmer"
